airline,product_name,route,booking_class,price_increase,rebate_ratio,office,remarks,valid_period,ticket_type,policy_identifier,policy_code
UQ,改期优享,所有航线                                     购买“改期优享” 产品的旅客， 可获赠该机票在航班计划出港时间前 24 小时（ 含） 以前， 免出行日期变更费的权益。有单独的退改签政策,订R舱  H/K/L/M/X  运价标识GQA1,90元,,KMG319/KMG279,"托运：20KG
手提：限一件， 体积不得超过 20*40*30 厘米， 重量不得超过 7 公斤",有效,,GQA1,
UQ,改期优享,所有航线                                     购买“改期优享” 产品的旅客， 可获赠该机票在航班计划出港时间前 24 小时（ 含） 以前， 免出行日期变更费的权益。有单独的退改签政策,订R舱   V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4  运价标识：GQB1,120元,,KMG319/KMG279,"托运：10KG
手提：限一件， 体积不得超过 20*40*30 厘米， 重量不得超过 7 公斤",有效,,GQB1,
UQ,改期优享,所有航线                                     购买“改期优享” 产品的旅客， 可获赠该机票在航班计划出港时间前 24 小时（ 含） 以前， 免出行日期变更费的权益。有单独的退改签政策,订R舱  H/K/L/M/X/V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4  运价标识：GQC1,90元,,KMG319/KMG279,"托运：20KG
手提：一件重量在 7 公斤（ 含） 以内， 体积
不超过 20CM× 40CM× 55CM 的非托运行李。",有效,,GQC1,
UQ,微积分,所有航线,H\K\L\M\X\V\N\Q\A\U\T\Z\Z1\Z2\Z3\Z4  PAT:A#C@WJF1  运价标识：WJF1,30.0,,KMG319/KMG279,金鹏会员购买该产品额外加赠 100 金鹏会员积分（本产品奖励积分为消费积分， 不作会员定级、 升保级使用）。乌鲁木齐航空国内自营航班（ 包机及乌鲁木齐航空为市场方的代码共享航班除外）,有效,,WJF1,
UQ,微积分,所有航线,H\K\L\M\X\V\N\Q\A\U\T\Z\Z1\Z2\Z3\Z4  PAT:A#C@WJF1  运价标识：WJF1,30.0,,KMG319/KMG279,金鹏会员购买该产品额外加赠 100 金鹏会员积分（本产品奖励积分为消费积分， 不作会员定级、 升保级使用）。乌鲁木齐航空国内自营航班（ 包机及乌鲁木齐航空为市场方的代码共享航班除外）,有效,,WJF1,
UQ,微积分,所有航线,H\K\L\M\X\V\N\Q\A\U\T\Z\Z1\Z2\Z3\Z4  PAT:A#C@WJF1  运价标识：WJF1,30.0,,KMG319/KMG279,金鹏会员购买该产品额外加赠 100 金鹏会员积分（本产品奖励积分为消费积分， 不作会员定级、 升保级使用）。乌鲁木齐航空国内自营航班（ 包机及乌鲁木齐航空为市场方的代码共享航班除外）,有效,,WJF1,
UQ,微积分,所有航线,H\K\L\M\X\V\N\Q\A\U\T\Z\Z1\Z2\Z3\Z4  PAT:A#C@WJF1  运价标识：WJF1,30.0,,KMG319/KMG279,金鹏会员购买该产品额外加赠 100 金鹏会员积分（本产品奖励积分为消费积分， 不作会员定级、 升保级使用）。乌鲁木齐航空国内自营航班（ 包机及乌鲁木齐航空为市场方的代码共享航班除外）,有效,,WJF1,
UQ,（内容由AI生成，仅供参考）,所有航线,H\K\L\M\X\V\N\Q\A\U\T\Z\Z1\Z2\Z3\Z4  PAT:A#C@WJF1  运价标识：WJF1,30.0,,KMG319/KMG279,金鹏会员购买该产品额外加赠 100 金鹏会员积分（本产品奖励积分为消费积分， 不作会员定级、 升保级使用）。乌鲁木齐航空国内自营航班（ 包机及乌鲁木齐航空为市场方的代码共享航班除外）,有效,,WJF1,
9H,1、机+积分溢价,所有航线,H/K/L/M/X/V/N/A/U/T(A1/U1/T1) 运价标识：CJD1/CJH1/CJK1/CJL1,,,KMG319/KMG279,,"额外获得消费积分:400积分/800积分/1200积分/1600积分
CJA1   1000积分
CJB1    2000积分
CJC1    3000积分",,CJD1,
9H,1、机+积分溢价,所有航线,H/K/L/M/X/V/N/A/U/T(A1/U1/T1) 运价标识：CJD1/CJH1/CJK1/CJL1,,,KMG319/KMG279,,"额外获得消费积分:400积分/800积分/1200积分/1600积分
CJA1   1000积分
CJB1    2000积分
CJC1    3000积分",,CJH1,
9H,1、机+积分溢价,所有航线,H/K/L/M/X/V/N/A/U/T(A1/U1/T1) 运价标识：CJD1/CJH1/CJK1/CJL1,,,KMG319/KMG279,,"额外获得消费积分:400积分/800积分/1200积分/1600积分
CJA1   1000积分
CJB1    2000积分
CJC1    3000积分",,CJK1,
9H,1、机+积分溢价,所有航线,H/K/L/M/X/V/N/A/U/T(A1/U1/T1) 运价标识：CJD1/CJH1/CJK1/CJL1,,,KMG319/KMG279,,"额外获得消费积分:400积分/800积分/1200积分/1600积分
CJA1   1000积分
CJB1    2000积分
CJC1    3000积分",,CJL1,
9H,2、超值经济W舱,所有航线,订W舱：运价代码 WXJA/WXJB/WGCA/WGCB/WGCC,,,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。

地面服务：
1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.客舱姓氏尊称服务；
5.饮品一瓶；",,WXJB,
9H,2、超值经济W舱,所有航线,订W舱：运价代码 WXJA/WXJB/WGCA/WGCB/WGCC,,,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。

地面服务：
1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.客舱姓氏尊称服务；
5.饮品一瓶；",,WXJA,
9H,2、超值经济W舱,所有航线,订W舱：运价代码 WXJA/WXJB/WGCA/WGCB/WGCC,,,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。

地面服务：
1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.客舱姓氏尊称服务；
5.饮品一瓶；",,WGCA,
9H,2、超值经济W舱,所有航线,订W舱：运价代码 WXJA/WXJB/WGCA/WGCB/WGCC,,,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。

地面服务：
1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.客舱姓氏尊称服务；
5.饮品一瓶；",,WGCB,
9H,2、超值经济W舱,所有航线,订W舱：运价代码 WXJA/WXJB/WGCA/WGCB/WGCC,,,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。

地面服务：
1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.客舱姓氏尊称服务；
5.饮品一瓶；",,WGCC,
9H,3、常飞长安机票产品,指定航线,"H/K/L/M/X/V/N/A/U/T(A1/U1/T1)  
Y+CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

H1-R1,D1/D2/D3/D4：Y+订座舱位+ CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

BSP固定指令：PAT:A#CCFCA   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮

GP固定指令：PAT:A#CCFCA/CGP/CC   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮",,,KMG319/KMG279,,"1.H/K/L/M/X舱在原舱位基础上增加10KG行李额，免费托运行李额30KG；
2.V/N/A/U/T（A1/U1/T1）舱在原舱位基础上增加20KG行李额，免费托运行李额20KG。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.根据订座舱位按长安航空现行多等级规定及不正常航班票务处理规定办理。
此高舱高返产品，代理人可自由打包地面服务",,CFCA,
9H,3、常飞长安机票产品,指定航线,"H/K/L/M/X/V/N/A/U/T(A1/U1/T1)  
Y+CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

H1-R1,D1/D2/D3/D4：Y+订座舱位+ CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

BSP固定指令：PAT:A#CCFCA   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮

GP固定指令：PAT:A#CCFCA/CGP/CC   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮",,,KMG319/KMG279,,"1.H/K/L/M/X舱在原舱位基础上增加10KG行李额，免费托运行李额30KG；
2.V/N/A/U/T（A1/U1/T1）舱在原舱位基础上增加20KG行李额，免费托运行李额20KG。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.根据订座舱位按长安航空现行多等级规定及不正常航班票务处理规定办理。
此高舱高返产品，代理人可自由打包地面服务",,CFCB,
9H,3、常飞长安机票产品,指定航线,"H/K/L/M/X/V/N/A/U/T(A1/U1/T1)  
Y+CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

H1-R1,D1/D2/D3/D4：Y+订座舱位+ CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

BSP固定指令：PAT:A#CCFCA   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮

GP固定指令：PAT:A#CCFCA/CGP/CC   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮",,,KMG319/KMG279,,"1.H/K/L/M/X舱在原舱位基础上增加10KG行李额，免费托运行李额30KG；
2.V/N/A/U/T（A1/U1/T1）舱在原舱位基础上增加20KG行李额，免费托运行李额20KG。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.根据订座舱位按长安航空现行多等级规定及不正常航班票务处理规定办理。
此高舱高返产品，代理人可自由打包地面服务",,CFCC,
9H,3、常飞长安机票产品,指定航线,"H/K/L/M/X/V/N/A/U/T(A1/U1/T1)  
Y+CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

H1-R1,D1/D2/D3/D4：Y+订座舱位+ CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

BSP固定指令：PAT:A#CCFCA   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮

GP固定指令：PAT:A#CCFCA/CGP/CC   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮",,,KMG319/KMG279,,"1.H/K/L/M/X舱在原舱位基础上增加10KG行李额，免费托运行李额30KG；
2.V/N/A/U/T（A1/U1/T1）舱在原舱位基础上增加20KG行李额，免费托运行李额20KG。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.根据订座舱位按长安航空现行多等级规定及不正常航班票务处理规定办理。
此高舱高返产品，代理人可自由打包地面服务",,CFCD,
9H,3、常飞长安机票产品,指定航线,"H/K/L/M/X/V/N/A/U/T(A1/U1/T1)  
Y+CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

H1-R1,D1/D2/D3/D4：Y+订座舱位+ CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

BSP固定指令：PAT:A#CCFCA   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮

GP固定指令：PAT:A#CCFCA/CGP/CC   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮",,,KMG319/KMG279,,"1.H/K/L/M/X舱在原舱位基础上增加10KG行李额，免费托运行李额30KG；
2.V/N/A/U/T（A1/U1/T1）舱在原舱位基础上增加20KG行李额，免费托运行李额20KG。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.根据订座舱位按长安航空现行多等级规定及不正常航班票务处理规定办理。
此高舱高返产品，代理人可自由打包地面服务",,CFCE,
9H,3、常飞长安机票产品,指定航线,"H/K/L/M/X/V/N/A/U/T(A1/U1/T1)  
Y+CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

H1-R1,D1/D2/D3/D4：Y+订座舱位+ CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

BSP固定指令：PAT:A#CCFCA   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮

GP固定指令：PAT:A#CCFCA/CGP/CC   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮",,,KMG319/KMG279,,"1.H/K/L/M/X舱在原舱位基础上增加10KG行李额，免费托运行李额30KG；
2.V/N/A/U/T（A1/U1/T1）舱在原舱位基础上增加20KG行李额，免费托运行李额20KG。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.根据订座舱位按长安航空现行多等级规定及不正常航班票务处理规定办理。
此高舱高返产品，代理人可自由打包地面服务",,CFCF,
9H,3、常飞长安机票产品,指定航线,"H/K/L/M/X/V/N/A/U/T(A1/U1/T1)  
Y+CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

H1-R1,D1/D2/D3/D4：Y+订座舱位+ CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

BSP固定指令：PAT:A#CCFCA   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮

GP固定指令：PAT:A#CCFCA/CGP/CC   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮",,,KMG319/KMG279,,"1.H/K/L/M/X舱在原舱位基础上增加10KG行李额，免费托运行李额30KG；
2.V/N/A/U/T（A1/U1/T1）舱在原舱位基础上增加20KG行李额，免费托运行李额20KG。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.根据订座舱位按长安航空现行多等级规定及不正常航班票务处理规定办理。
此高舱高返产品，代理人可自由打包地面服务",,CFCG,
9H,3、常飞长安机票产品,指定航线,"H/K/L/M/X/V/N/A/U/T(A1/U1/T1)  
Y+CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

H1-R1,D1/D2/D3/D4：Y+订座舱位+ CFC1或CFC2或CFC3或CFC4或CFC5或CFC6或CFC7或CFC8+上浮金额

BSP固定指令：PAT:A#CCFCA   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮

GP固定指令：PAT:A#CCFCA/CGP/CC   B/C/D/E/F/G/H   不同挡位修改最后一个字母200-1100上浮",,,KMG319/KMG279,,"1.H/K/L/M/X舱在原舱位基础上增加10KG行李额，免费托运行李额30KG；
2.V/N/A/U/T（A1/U1/T1）舱在原舱位基础上增加20KG行李额，免费托运行李额20KG。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.根据订座舱位按长安航空现行多等级规定及不正常航班票务处理规定办理。
此高舱高返产品，代理人可自由打包地面服务",,CFCH,
9H,4、 ,适用航线及产品代码：长安航空国内自营航线（包机、代码共享航班除外）,H/K/L/M/X/V/N/A/U/T(A1/U1/T1)(产品运价：SLCC）,,,KMG319/KMG279,,3.溢价180元产品（增值类服务）适用航线：全航线；,,SLCC,
9H,5、特惠行李E舱,适用航线及产品代码：长安航空国内自营航线（包机、代码共享航班除外）,订E舱，运价标识：EFLA/EFLB/EFLC/EFLD/EGLA/EGLB,,,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.享受会员定级积分标准为75%×K；
5.享受会员定级航段标准为 1个。",,EFLA,
9H,5、特惠行李E舱,适用航线及产品代码：长安航空国内自营航线（包机、代码共享航班除外）,订E舱，运价标识：EFLA/EFLB/EFLC/EFLD/EGLA/EGLB,,,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.享受会员定级积分标准为75%×K；
5.享受会员定级航段标准为 1个。",,EFLB,
9H,5、特惠行李E舱,适用航线及产品代码：长安航空国内自营航线（包机、代码共享航班除外）,订E舱，运价标识：EFLA/EFLB/EFLC/EFLD/EGLA/EGLB,,,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.享受会员定级积分标准为75%×K；
5.享受会员定级航段标准为 1个。",,EFLC,
9H,5、特惠行李E舱,适用航线及产品代码：长安航空国内自营航线（包机、代码共享航班除外）,订E舱，运价标识：EFLA/EFLB/EFLC/EFLD/EGLA/EGLB,,,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.享受会员定级积分标准为75%×K；
5.享受会员定级航段标准为 1个。",,EFLD,
9H,5、特惠行李E舱,适用航线及产品代码：长安航空国内自营航线（包机、代码共享航班除外）,订E舱，运价标识：EFLA/EFLB/EFLC/EFLD/EGLA/EGLB,,,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.享受会员定级积分标准为75%×K；
5.享受会员定级航段标准为 1个。",,EGLA,
9H,5、特惠行李E舱,适用航线及产品代码：长安航空国内自营航线（包机、代码共享航班除外）,订E舱，运价标识：EFLA/EFLB/EFLC/EFLD/EGLA/EGLB,,,KMG319/KMG279,,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.享受会员定级积分标准为75%×K；
5.享受会员定级航段标准为 1个。",,EGLB,
9H,6、贵宾优享机票产品,长安航空国内西安出港自营航线（代码共享航班除外）,H/K/L/M/X/V/N/A/U/T(A1/U1/T1) 产品代码：GBYX,,,KMG319/KMG279,,产品权益：1.专属值机柜台(仅限西安机场E69-E70柜台)；2.西安机场贵宾室服务。,,GBYX,
9H,7、长安航空退改惠享机票产品,所有航线,H/K/L/M/X；  V/N/A/U/T（A1/U1/T1）,,,KMG319/KMG279,,"1.起飞前48小时（含）外，首次改期享免费改期一次。（注：改期后客票不再享有起飞前48小时（含）外，免费改期一次的权益）
2.H/K/L/M/X/V/N/A/U/T（A1/U1/T1）舱免费托运行李额与订座舱位保持一致。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.客票变更手续费优惠（见自愿变更条款）。",,TGHA/TGHB,
9H,7、长安航空退改惠享机票产品,所有航线,H/K/L/M/X/V/N/A/U/T（含小舱位）,,,KMG319/KMG279,,"1.起飞前48小时（含）外，首次改期享免费改期一次。（注：改期后客票不再享有起飞前48小时（含）外，免费改期一次的权益）
2.H/K/L/M/X/V/N/A/U/T（A1/U1/T1）舱免费托运行李额与订座舱位保持一致。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.客票变更手续费优惠（见自愿变更条款）。",,TGHC,
9H,7、长安航空退改惠享机票产品,所有航线,H/K/L/M/X/V/N/A/U/T（含小舱位）,,,KMG319/KMG279,,"1.起飞前48小时（含）外，首次改期享免费改期一次。（注：改期后客票不再享有起飞前48小时（含）外，免费改期一次的权益）
2.H/K/L/M/X/V/N/A/U/T（A1/U1/T1）舱免费托运行李额与订座舱位保持一致。
3.可免费携带一件7KG且体积不超过20cm*40cm*30cm的手提行李；
4.客票变更手续费优惠（见自愿变更条款）。",,TGHD,
9H,8、长安航空乐享优返机票产品,所有航线,H/K/L/M/X/V;   N/A/U/T (A1/U1/T1),,,KMG319/KMG279,,根据订座舱位按长安航空现行多等级规定标准，须使用自动退票指令进行办理，若无法使用自动退票指令时，方可使用手工退票办理。具体操作方式以我司现行《长安航空国内航班TRI自动变更操作规定》的通知及多等级舱位管理规定为准。,,LXL1/LXL3,
9H,8、长安航空乐享优返机票产品,所有航线,V/N/A/U/T;   (A1/U1/T1),,,KMG319/KMG279,,根据订座舱位按长安航空现行多等级规定标准，须使用自动退票指令进行办理，若无法使用自动退票指令时，方可使用手工退票办理。具体操作方式以我司现行《长安航空国内航班TRI自动变更操作规定》的通知及多等级舱位管理规定为准。,,LXY1/LXY3,
9H,8、长安航空乐享优返机票产品,所有航线,H/K/L/M/X;  V/N/A/U/T (A1/U1/T1),,,KMG319/KMG279,,根据订座舱位按长安航空现行多等级规定标准，须使用自动退票指令进行办理，若无法使用自动退票指令时，方可使用手工退票办理。具体操作方式以我司现行《长安航空国内航班TRI自动变更操作规定》的通知及多等级舱位管理规定为准。,,LXF1/LXF3,
9H,8、长安航空乐享优返机票产品,所有航线,H/K/L/M/X;  V/N/A/U/T (A1/U1/T1),,,KMG319/KMG279,,根据订座舱位按长安航空现行多等级规定标准，须使用自动退票指令进行办理，若无法使用自动退票指令时，方可使用手工退票办理。具体操作方式以我司现行《长安航空国内航班TRI自动变更操作规定》的通知及多等级舱位管理规定为准。,,LXF1/LXF3,
9H,8、长安航空乐享优返机票产品,所有航线,H/K/L/M/X;  V/N/A/U/T (A1/U1/T1),,,KMG319/KMG279,,根据订座舱位按长安航空现行多等级规定标准，须使用自动退票指令进行办理，若无法使用自动退票指令时，方可使用手工退票办理。具体操作方式以我司现行《长安航空国内航班TRI自动变更操作规定》的通知及多等级舱位管理规定为准。,,LXF1/LXF3,
9H,8、长安航空乐享优返机票产品,所有航线,H/K/L/M/X;  V/N/A/U/T (A1/U1/T1),,,KMG319/KMG279,,根据订座舱位按长安航空现行多等级规定标准，须使用自动退票指令进行办理，若无法使用自动退票指令时，方可使用手工退票办理。具体操作方式以我司现行《长安航空国内航班TRI自动变更操作规定》的通知及多等级舱位管理规定为准。,,LXF1/LXF3,
9H,（内容由AI生成，仅供参考）,所有航线,H/K/L/M/X;  V/N/A/U/T (A1/U1/T1),,,KMG319/KMG279,,根据订座舱位按长安航空现行多等级规定标准，须使用自动退票指令进行办理，若无法使用自动退票指令时，方可使用手工退票办理。具体操作方式以我司现行《长安航空国内航班TRI自动变更操作规定》的通知及多等级舱位管理规定为准。,,LXF1/LXF3,
9H,海天无限基础政策,不含特殊航线的国内自营航线,Y/H/K，，L/M/X，V/N，A/U/T,,,,,"2026年3月29日至4月2日,4月8日至28日、5月8日至6月17日、6月23至30日",,,
9H,,,Y/H/K，，L/M/X，V/N，A/U/T,,,,,2026年4月3日至7日、6月18至22日,,,
9H,,,Y/H/K，，L/M/X，V/N，A/U/T,,,,,2026年4月29日至5月7日,,,
9H,,特殊航线,A/U/T,,,,,2026年3月29日-2026年4月28日、2026年5月8日-2026年6月10日,,,
9H,,,A/U/T,,,,,2026年3月18日-2026年6月30日,,,
9H,海天无限特殊航线政策,"西安-巴中
巴中-西安
西安-南阳
南阳-西安
通辽-海拉尔
海拉尔-通辽",A/U/T,,,,,2026/3/29-2026/4/28，2026/5/8-2026/06/10,,,
9H,,"宜昌-大连
大连-宜昌
长春-郑州
郑州-长春
凯里-海口
海口-凯里
西安-铜仁
铜仁-西安
井冈山-珠海
珠海-井冈山
西安-敦煌
西安-海拉尔
海拉尔-西安",A/U/T,,,,,"2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
3/29-4/2，4/5，4/8-4/28，5/8-6/10
3/29-3/30，4/1-4/5，4/7-4/28，5/8-6/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28:2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10",,,
9H,,"西安-巴中
巴中-西安
西安-南阳
南阳-西安
通辽-海拉尔
海拉尔-通辽",A/U/T,,,,,2026/3/29-2026/4/28，2026/5/8-2026/06/10,,,
9H,,"宜昌-大连
大连-宜昌
长春-郑州
郑州-长春
凯里-海口
海口-凯里
西安-铜仁
铜仁-西安
井冈山-珠海
珠海-井冈山
西安-敦煌
西安-海拉尔
海拉尔-西安",A/U/T,,,,,"2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
3/29-4/2，4/5，4/8-4/28，5/8-6/10
3/29-3/30，4/1-4/5，4/7-4/28，5/8-6/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28.2026/5/8-2026/06/10
2026/3/29-2026/4/28.2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10",,,
9H,,"珠海-西安
库尔勒-西安",T,,,,,2026/3/18-6/30,,,
9H,异航联程基础政策,不含特殊航线的国内自营航线,Y/H/K，，L/M/X，V/N，A/U/T,,,,,"2026年3月29日至4月2日,4月8日至28日、5月8日至6月17日、6月23至30日",,,
9H,,,Y/H/K，，L/M/X，V/N，A/U/T,,,,,4月3日至7日、6月18至22日,,,
9H,,,Y/H/K，，L/M/X，V/N，A/U/T,,,,,2026年4月29日至5月7日,,,
9H,,特殊航线,A/U/T,,,,,2026年3月29日-2026年4月28日，2026年5月8日-2026年6月10日,,,
9H,,,T,,,,,2026年3月18日-2026年6月30日,,,
HO,1、商旅优选,所有航线,E/Z/T/S/W/V/Q/H/U (160SL),160.0,,KMG319,4小时以前免费改签一次，会员客户享受1.5倍积分(9月1日后KMG279不享受政策）,有效,,160SL,
HO,2、公务优选,全国航线,E/Z/T/S/W/V/Q/H/U  (260SL),260.0,,KMG319,"（一）航班起飞 4 小时（含）前：
自愿变更
免收变更手续费一次；升舱费照常收取，多不退少补。
（1）若改期后，仍在产品有效舱位范围内，则继续按照该产品直加运价出票，吉祥航空
仍将支付产品服务费。",有效,,260SL,
HO,商旅优选,全国航线(24年6月21号生效）,M/U/H/Q/V/W/S/T/Z/E  (400SL),400.0,,KMG319,"（一）航班起飞 4 小时（含）前：
自愿变更
免收变更手续费一次；升舱费照常收取，多不退少补。
（1）若改期后，仍在产品有效舱位范围内，则继续按照该产品直加运价出票，吉祥航空
仍将支付产品服务费。",有效,,400SL,
HO,商旅优选,全国航线(24年6月21号生效）,M/U/H/Q/V/W/S/T/Z/E (500SL),500.0,,KMG319,"（一）航班起飞 4 小时（含）前：
自愿变更
免收变更手续费一次；升舱费照常收取，多不退少补。
（1）若改期后，仍在产品有效舱位范围内，则继续按照该产品直加运价出票，吉祥航空
仍将支付产品服务费。",有效,,500SL,
HO,3、积分优选,所有航线 （不出这个产品）,M/U/H/Q/V/W/S/T/Z/E  运价代码：J2,30.0,,KMG319,30J2,有效,,,
HO,3、积分优选,所有航线 （不出这个产品）,M/U/H/Q/V/W/S/T/Z/E  运价代码：J2,50.0,,KMG319,50J2,有效,,,
